survived,pclass,age,sibsp,parch,fare,class,who,adult_male,deck,embark_town,alive,alone,sex_female,sex_male,embarked_C,embarked_Q,embarked_S
1,1,0.36792055349407915,0,0,0.15458810467956932,First,woman,False,,Cherbourg,yes,True,True,False,True,False,False
1,1,0.37170143252073384,0,0,0.16883675574220638,First,woman,False,B,Southampton,yes,True,True,False,False,False,True
1,1,0.4345312892686604,0,0,1.0,First,woman,False,,Cherbourg,yes,True,True,False,True,False,False
1,2,0.6230208595124404,0,1,0.050748620223090936,Second,woman,False,,Southampton,yes,False,True,False,False,False,True
0,3,0.36792055349407915,0,0,0.015126992566498259,Third,man,True,,Queenstown,no,True,False,True,False,True,False
1,3,0.032420206081930136,4,2,0.06126431989431795,Third,child,False,,Southampton,yes,False,False,True,False,False,True
0,1,0.648152802211611,1,1,0.1554664461834305,First,man,True,E,Southampton,no,False,False,True,False,False,True
0,1,0.49736114601658704,0,0,0.0,First,man,True,B,Southampton,no,True,False,True,False,False,True
0,3,0.36792055349407915,0,0,0.015126992566498259,Third,woman,False,,Queenstown,no,True,True,False,False,True,False
0,2,0.4470972606182458,0,0,0.020494635090094415,Second,man,True,,Southampton,no,True,False,True,False,False,True
0,3,0.19577783362653933,4,1,0.07746484096553544,Third,man,True,,Southampton,no,False,False,True,False,False,True
1,3,0.3088715757728072,1,0,0.015175789316712771,Third,man,True,,Southampton,yes,False,False,True,False,False,True
1,1,0.723548630309123,0,1,0.2995388511917728,First,woman,False,C,Southampton,yes,False,True,False,False,False,True
1,1,0.4345312892686604,0,0,0.2647385704347907,First,woman,False,C,Southampton,yes,True,True,False,False,False,True
0,1,0.36792055349407915,0,0,0.060507970265993034,First,man,True,,Southampton,no,True,False,True,False,False,True
1,3,0.3088715757728072,0,0,0.0,Third,man,True,,Southampton,yes,True,False,True,False,False,True
1,2,0.5099271173661725,0,1,0.038061465167318204,Second,woman,False,,Southampton,yes,False,True,False,False,False,True
0,1,0.4596632319678311,0,1,0.057970539254838485,First,man,True,C,Cherbourg,no,False,False,True,True,False,False
1,3,0.36792055349407915,0,0,0.015126992566498259,Third,woman,False,,Queenstown,yes,True,True,False,False,True,False
1,1,0.7863784870570495,1,0,0.15216446768991498,First,woman,False,D,Southampton,yes,False,True,False,False,False,True
0,3,0.5601910027645137,0,0,0.015126992566498259,Third,woman,False,,Southampton,no,True,True,False,False,False,True
0,2,0.36792055349407915,0,0,0.0,Second,man,True,,Southampton,no,True,False,True,False,False,True
0,3,0.08268409148027142,4,1,0.05684821399990475,Third,child,False,,Queenstown,no,False,False,True,False,True,False
1,3,0.4345312892686604,1,1,0.03952536767375352,Third,woman,False,,Southampton,yes,False,True,False,False,False,True
0,3,0.8115104297562202,0,0,0.015126992566498259,Third,man,True,,Queenstown,no,True,False,True,False,True,False
0,3,0.34656948982156316,0,0,0.015330377421392339,Third,man,True,,Southampton,no,True,False,True,False,False,True
0,3,0.19577783362653933,0,0,0.018542765081513996,Third,man,True,,Southampton,no,True,False,True,False,False,True
1,3,0.2334757476752953,0,0,0.015712553569072387,Third,man,True,,Southampton,yes,True,False,True,False,False,True
0,1,0.36792055349407915,0,0,0.050748620223090936,First,man,True,A,Southampton,no,True,False,True,False,False,True
0,3,0.4093993465694898,0,0,0.016908073949327893,Third,man,True,,Cherbourg,no,True,False,True,True,False,False
1,3,0.37170143252073384,0,0,0.018542765081513996,Third,man,True,,Southampton,yes,True,False,True,False,False,True
0,3,0.2711736617240512,0,0,0.015411575213749286,Third,man,True,,Southampton,no,True,False,True,False,False,True
1,2,0.5224930887157577,0,0,0.025374310111545468,Second,man,True,,Southampton,yes,True,False,True,False,False,True
1,3,0.2711736617240512,0,0,0.015126992566498259,Third,woman,False,,Queenstown,yes,True,True,False,False,True,False
1,1,0.32143754712239253,0,0,0.15390495017656614,First,woman,False,,Southampton,yes,True,True,False,False,False,True
1,1,0.2334757476752953,1,0,0.17777475888549785,First,woman,False,B,Cherbourg,yes,False,True,False,True,False,False
0,2,0.4470972606182458,0,0,0.025130326360472913,Second,man,True,D,Cherbourg,no,True,False,True,True,False,False
0,3,0.2963056044232219,0,0,0.01727404957593672,Third,woman,False,,Southampton,no,True,True,False,False,False,True
0,3,0.2963056044232219,0,0,0.015411575213749286,Third,man,True,,Southampton,no,True,False,True,False,False,True
0,1,0.36792055349407915,0,0,0.05410739813385612,First,man,True,,Cherbourg,no,True,False,True,True,False,False
0,3,0.2900226187484292,0,0,0.014110458666029575,Third,man,True,,Cherbourg,no,True,False,True,True,False,False
0,1,0.01985423473234481,1,2,0.29580589980036276,First,child,False,C,Southampton,no,False,True,False,False,False,True
1,1,0.36792055349407915,0,0,0.05953203526170282,First,man,True,C,Southampton,yes,True,False,True,False,False,True
1,1,0.6230208595124404,0,1,0.4831284260198326,First,woman,False,B,Cherbourg,yes,False,True,False,True,False,False
1,3,0.36792055349407915,0,0,0.015126992566498259,Third,woman,False,,Queenstown,yes,True,True,False,False,True,False
1,3,0.36792055349407915,2,0,0.04538097769949478,Third,man,True,,Queenstown,yes,False,False,True,False,True,False
0,3,0.2334757476752953,0,0,0.0,Third,man,True,,Southampton,no,True,False,True,False,False,True
1,2,0.36792055349407915,0,0,0.024105594605968193,Second,woman,False,E,Queenstown,yes,True,True,False,False,True,False
0,3,0.36792055349407915,0,0,0.015712553569072387,Third,man,True,,Southampton,no,True,False,True,False,False,True
1,1,0.006282985674792663,1,2,0.29580589980036276,First,child,False,C,Southampton,yes,False,False,True,False,False,True
1,1,0.36792055349407915,0,0,0.21642978772242535,First,woman,False,,Cherbourg,yes,True,True,False,True,False,False
1,1,0.20834380497612465,1,0,0.2125586439344078,First,woman,False,C,Cherbourg,yes,False,True,False,True,False,False
0,2,0.37170143252073384,1,0,0.04684488020593009,Second,man,True,,Cherbourg,no,False,False,True,True,False,False
1,1,0.37170143252073384,0,0,0.11111839809247648,First,woman,False,E,Cherbourg,yes,True,True,False,True,False,False
1,1,0.2963056044232219,0,0,0.16231419173453318,First,woman,False,C,Cherbourg,yes,True,True,False,True,False,False
1,1,0.22090977632571,2,2,0.5121218935012878,First,woman,False,B,Cherbourg,yes,False,True,False,True,False,False
0,2,0.32143754712239253,1,1,0.050748620223090936,Second,woman,False,,Southampton,no,False,True,False,False,False,True
0,3,0.34656948982156316,0,0,0.015411575213749286,Third,man,True,,Southampton,no,True,False,True,False,False,True
0,2,0.5350590600653431,1,1,0.05123658772523604,Second,man,True,,Southampton,no,False,False,True,False,False,True
1,3,0.32143754712239253,0,0,0.015330377421392339,Third,woman,False,,Southampton,yes,True,True,False,False,False,True
1,2,0.2963056044232219,1,0,0.050748620223090936,Second,woman,False,,Southampton,yes,False,True,False,False,False,True
0,2,0.6732847449107816,0,0,0.027326180120125887,Second,man,True,,Southampton,no,True,False,True,False,False,True
1,1,0.38426740387031916,0,2,0.32179836714362564,First,woman,False,C,Southampton,yes,False,True,False,False,False,True
1,1,0.49736114601658704,1,1,0.2625265161540666,First,woman,False,E,Cherbourg,yes,False,True,False,True,False,False
0,3,0.2711736617240512,0,0,0.014151057562208049,Third,man,True,,Southampton,no,True,False,True,False,False,True
0,3,0.33400351847197784,0,0,0.015411575213749286,Third,man,True,,Southampton,no,True,False,True,False,False,True
1,2,0.37170143252073384,0,0,0.024105594605968193,Second,woman,False,,Queenstown,yes,True,True,False,False,True,False
1,2,0.2711736617240512,1,1,0.056604230248832196,Second,woman,False,,Southampton,yes,False,True,False,False,False,True
0,3,0.36792055349407915,8,2,0.13575255909676825,Third,man,True,,Southampton,no,False,False,True,False,False,True
1,1,0.4470972606182458,0,0,0.2647385704347907,First,woman,False,C,Cherbourg,yes,True,True,False,True,False,False
0,3,0.7612465443578789,0,0,0.012174789178520372,Third,man,True,,Southampton,no,True,False,True,False,False,True
1,2,0.4470972606182458,0,0,0.025374310111545468,Second,woman,False,D,Southampton,yes,True,True,False,False,False,True
1,3,0.38426740387031916,1,1,0.04006213192611313,Third,woman,False,,Southampton,yes,False,True,False,False,False,True
1,1,0.19577783362653933,0,1,0.11316786160148591,First,woman,False,B,Cherbourg,yes,False,True,False,True,False,False
1,3,0.36792055349407915,2,0,0.04538097769949478,Third,woman,False,,Queenstown,yes,False,True,False,False,True,False
0,1,0.5664739884393064,0,0,0.055628295244541985,First,man,True,C,Southampton,no,True,False,True,False,False,True
0,1,0.4722292033174164,0,1,0.2995388511917728,First,man,True,C,Southampton,no,False,False,True,False,False,True
0,3,0.19577783362653933,2,0,0.03513366015444757,Third,man,True,,Southampton,no,False,False,True,False,False,True
1,1,0.36792055349407915,1,0,0.2608674266467732,First,woman,False,,Southampton,yes,False,True,False,False,False,True
0,3,0.36792055349407915,0,0,0.015411575213749286,Third,man,True,,Southampton,no,True,False,True,False,False,True
0,1,0.35913546117114853,1,0,0.12999454257145598,First,man,True,C,Southampton,no,False,False,True,False,False,True
1,1,0.5099271173661725,0,0,0.2625265161540666,First,woman,False,E,Cherbourg,yes,True,True,False,True,False,False
1,3,0.5601910027645137,0,0,0.015712553569072387,Third,man,True,,Southampton,yes,True,False,True,False,False,True
0,1,0.5601910027645137,0,0,0.06929138530460494,First,man,True,,Southampton,no,True,False,True,False,False,True
1,2,0.01985423473234481,1,1,0.050748620223090936,Second,child,False,F,Southampton,yes,False,False,True,False,False,True
1,1,0.2963056044232219,3,2,0.5133418122566507,First,woman,False,C,Southampton,yes,False,True,False,False,False,True
0,2,0.34656948982156316,0,0,0.025374310111545468,Second,man,True,,Southampton,no,True,False,True,False,False,True
0,2,0.3088715757728072,0,0,0.025374310111545468,Second,man,True,,Southampton,no,True,False,True,False,False,True
0,2,0.4470972606182458,0,0,0.025374310111545468,Second,man,True,,Southampton,no,True,False,True,False,False,True
1,2,0.2963056044232219,0,0,0.025374310111545468,Second,woman,False,F,Southampton,yes,True,True,False,False,False,True
1,2,0.49736114601658704,0,0,0.025374310111545468,Second,woman,False,,Southampton,yes,True,True,False,False,False,True
1,3,0.36792055349407915,1,0,0.031425107138144774,Third,woman,False,,Southampton,yes,False,True,False,False,False,True
1,3,0.032420206081930136,1,1,0.031034733136428686,Third,child,False,,Southampton,yes,False,False,True,False,False,True
0,3,0.5224930887157577,0,0,0.016908073949327893,Third,man,True,,Southampton,no,True,False,True,False,False,True
0,3,0.2837396330736366,0,0,0.01800600082915438,Third,man,True,,Southampton,no,True,False,True,False,False,True
0,1,0.36792055349407915,0,0,0.06831545030031472,First,man,True,C,Southampton,no,True,False,True,False,False,True
0,3,0.18321186227695402,1,1,0.014110458666029575,Third,child,False,,Cherbourg,no,False,False,True,True,False,False
0,3,0.3088715757728072,1,0,0.034743286152731485,Third,man,True,,Southampton,no,False,False,True,False,False,True
0,3,0.36792055349407915,0,0,0.014102260811993537,Third,man,True,,Cherbourg,no,True,False,True,True,False,False
0,3,0.34656948982156316,0,0,0.018542765081513996,Third,man,True,,Southampton,no,True,False,True,False,False,True
1,1,0.2711736617240512,0,1,0.10735285047192313,First,woman,False,E,Southampton,yes,False,True,False,False,False,True
0,2,0.4722292033174164,0,0,0.025374310111545468,Second,woman,False,,Southampton,no,True,True,False,False,False,True
1,3,0.36792055349407915,0,0,0.01537917417160685,Third,woman,False,,Queenstown,yes,True,True,False,False,True,False
1,3,0.36792055349407915,0,0,0.01537917417160685,Third,woman,False,,Queenstown,yes,True,True,False,False,True,False
0,3,0.49736114601658704,1,4,0.05445717323939373,Third,man,True,,Southampton,no,False,False,True,False,False,True
0,2,0.35913546117114853,1,0,0.05410739813385612,Second,man,True,,Cherbourg,no,False,False,True,True,False,False
0,3,0.5601910027645137,0,1,0.028212719478023115,Third,woman,False,,Cherbourg,no,False,True,False,True,False,False
0,3,0.4345312892686604,0,0,0.013760683560491965,Third,man,True,,Southampton,no,True,False,True,False,False,True
0,3,0.36792055349407915,1,0,0.030253985132996517,Third,man,True,,Queenstown,no,False,False,True,False,True,False
0,3,0.37170143252073384,0,0,0.014151057562208049,Third,man,True,,Southampton,no,True,False,True,False,False,True
1,1,0.7486805730082936,1,0,0.14687821814567664,First,woman,False,D,Cherbourg,yes,False,True,False,True,False,False
1,3,0.36792055349407915,0,0,0.014110458666029575,Third,woman,False,,Cherbourg,yes,True,True,False,True,False,False
1,3,0.36792055349407915,0,0,0.015126992566498259,Third,woman,False,,Queenstown,yes,True,True,False,False,True,False
1,1,0.2963056044232219,0,0,0.13526459159462315,First,woman,False,B,Cherbourg,yes,True,True,False,True,False,False
1,1,0.3088715757728072,1,0,0.1082149914547131,First,man,True,E,Cherbourg,yes,False,False,True,True,False,False
0,3,0.22090977632571,1,0,0.012678957201736696,Third,man,True,,Southampton,no,False,False,True,False,False,True
0,3,0.2334757476752953,0,0,0.015712553569072387,Third,man,True,,Southampton,no,True,False,True,False,False,True
0,1,0.2711736617240512,0,0,0.2647385704347907,First,man,True,,Cherbourg,no,True,False,True,True,False,False
0,3,0.032420206081930136,3,1,0.04113566043083236,Third,child,False,,Southampton,no,False,True,False,False,False,True
1,1,0.36792055349407915,1,0,0.16038672010106003,First,woman,False,,Cherbourg,yes,False,True,False,True,False,False
1,3,0.2711736617240512,0,0,0.014151057562208049,Third,woman,False,,Southampton,yes,True,True,False,False,False,True
0,1,0.33400351847197784,0,2,0.41282050681475896,First,man,True,C,Cherbourg,no,False,False,True,True,False,False
0,3,0.24604171902488062,0,0,0.007831878409428937,Third,man,True,,Cherbourg,no,True,False,True,True,False,False
0,3,0.2334757476752953,0,0,0.015175789316712771,Third,man,True,,Southampton,no,True,False,True,False,False,True
1,1,0.5224930887157577,0,0,0.4440992237022602,First,woman,False,,Cherbourg,yes,True,True,False,True,False,False
1,3,0.007288263382759488,0,2,0.030725752114070404,Third,child,False,,Cherbourg,yes,False,True,False,True,False,False
0,3,0.39683337521990447,0,0,0.015468569817999833,Third,man,True,,Southampton,no,True,False,True,False,False,True
1,1,0.4345312892686604,1,0,0.10149724044618187,First,woman,False,,Southampton,yes,False,True,False,False,False,True
0,3,0.36792055349407915,0,0,0.015411575213749286,Third,man,True,,Southampton,no,True,False,True,False,False,True
0,2,0.22090977632571,0,0,0.1434624456306609,Second,man,True,,Southampton,no,True,False,True,False,False,True
0,3,0.007288263382759488,5,2,0.09154270340242172,Third,child,False,,Southampton,no,False,False,True,False,False,True
1,2,0.4470972606182458,0,0,0.025374310111545468,Second,woman,False,,Southampton,yes,True,True,False,False,False,True
0,3,0.36792055349407915,0,0,0.015086393670319786,Third,man,True,,Queenstown,no,True,False,True,False,True,False
1,2,0.20834380497612465,0,0,0.023422440102965045,Second,woman,False,,Cherbourg,yes,True,True,False,True,False,False
1,1,0.4470972606182458,1,2,0.23422440102965048,First,man,True,B,Southampton,yes,False,False,True,False,False,True
1,3,0.2586076903744659,0,0,0.015216388212891242,Third,man,True,,Southampton,yes,True,False,True,False,False,True
0,3,0.34656948982156316,2,0,0.015468569817999833,Third,man,True,,Southampton,no,False,False,True,False,False,True
1,1,0.2837396330736366,1,0,0.22109807522194713,First,woman,False,D,Cherbourg,yes,False,True,False,True,False,False
1,3,0.2963056044232219,0,2,0.03259622914329302,Third,woman,False,G,Southampton,yes,False,True,False,False,False,True
0,3,0.2711736617240512,0,0,0.015216388212891242,Third,man,True,,Southampton,no,True,False,True,False,False,True
0,3,0.38426740387031916,0,0,0.015330377421392339,Third,woman,False,,Southampton,no,True,True,False,False,False,True
0,2,0.5727569741140991,0,0,0.050748620223090936,Second,man,True,,Southampton,no,True,False,True,False,False,True
0,2,0.2837396330736366,0,0,0.020494635090094415,Second,man,True,,Southampton,no,True,False,True,False,False,True
1,2,0.34656948982156316,0,0,0.02469115560854232,Second,woman,False,,Southampton,yes,True,True,False,False,False,True
1,3,0.4847951746670017,0,0,0.015468569817999833,Third,man,True,,Southampton,yes,True,False,True,False,False,True
0,3,0.32143754712239253,0,0,0.015712553569072387,Third,man,True,,Southampton,no,True,False,True,False,False,True
0,3,0.2586076903744659,1,0,0.019177122834302632,Third,woman,False,,Southampton,no,False,True,False,False,False,True
0,3,0.34656948982156316,1,0,0.030937139635999665,Third,man,True,,Southampton,no,False,False,True,False,False,True
0,3,0.24604171902488062,0,0,0.016908073949327893,Third,woman,False,,Southampton,no,True,True,False,False,False,True
0,2,0.4219653179190751,1,0,0.04098927018018883,Second,man,True,,Southampton,no,False,False,True,False,False,True
0,3,0.6355868308620256,0,0,0.015126992566498259,Third,man,True,,Southampton,no,True,False,True,False,False,True
1,2,0.032420206081930136,1,1,0.03659756266088288,Second,child,False,,Southampton,yes,False,False,True,False,False,True
0,3,0.2586076903744659,0,0,0.015175789316712771,Third,man,True,,Southampton,no,True,False,True,False,False,True
0,3,0.36792055349407915,3,1,0.049707687947515,Third,woman,False,,Southampton,no,False,True,False,False,False,True
0,3,0.36792055349407915,0,0,0.015411575213749286,Third,man,True,,Southampton,no,True,False,True,False,False,True
0,3,0.36792055349407915,0,0,0.013386510079847098,Third,man,True,,Queenstown,no,True,False,True,False,True,False
1,1,0.4093993465694898,1,0,0.17566830077223786,First,woman,False,C,Queenstown,yes,False,True,False,False,True,False
0,2,0.36792055349407915,0,0,0.0,Second,man,True,,Southampton,no,True,False,True,False,False,True
1,3,0.5476250314149284,0,0,0.015468569817999833,Third,man,True,,Southampton,yes,True,False,True,False,False,True
0,3,0.36792055349407915,0,0,0.015712553569072387,Third,woman,False,,Southampton,no,True,True,False,False,False,True
1,2,0.4219653179190751,1,1,0.06343577527886367,Second,woman,False,,Southampton,yes,False,True,False,False,False,True
1,2,0.22090977632571,0,2,0.025374310111545468,Second,woman,False,,Southampton,yes,False,True,False,False,False,True
0,2,0.37170143252073384,0,0,0.025374310111545468,Second,man,True,,Southampton,no,True,False,True,False,False,True
0,3,0.12038200552902739,0,2,0.04713766070721715,Third,child,False,,Southampton,no,False,True,False,False,False,True
0,3,0.36792055349407915,0,0,0.015411575213749286,Third,man,True,,Cherbourg,no,True,False,True,True,False,False
0,3,0.2586076903744659,0,0,0.015094396337354966,Third,man,True,,Queenstown,no,True,False,True,False,True,False
0,3,0.35913546117114853,0,0,0.015370976317570811,Third,man,True,,Southampton,no,True,False,True,False,False,True
0,3,0.34656948982156316,1,1,0.028106928123558056,Third,woman,False,,Southampton,no,False,True,False,False,False,True
0,3,0.22090977632571,1,1,0.039452172548431745,Third,man,True,,Southampton,no,False,False,True,False,False,True
0,3,0.36792055349407915,0,0,0.014151057562208049,Third,man,True,,Southampton,no,True,False,True,False,False,True
1,2,0.34656948982156316,1,0,0.050748620223090936,Second,woman,False,,Southampton,yes,False,True,False,False,False,True
1,2,0.2334757476752953,0,0,0.050748620223090936,Second,woman,False,,Southampton,yes,True,True,False,False,False,True
0,3,0.36792055349407915,0,0,0.015126992566498259,Third,man,True,,Queenstown,no,True,False,True,False,True,False
1,3,0.39683337521990447,0,0,0.015712553569072387,Third,man,True,E,Southampton,yes,True,False,True,False,False,True
1,1,0.34656948982156316,0,0,0.051822148727810165,First,man,True,C,Southampton,yes,True,False,True,False,False,True
1,3,0.36792055349407915,1,0,0.031425107138144774,Third,woman,False,,Southampton,yes,False,True,False,False,False,True
1,2,0.5224930887157577,1,0,0.050748620223090936,Second,woman,False,,Southampton,yes,False,True,False,False,False,True
0,3,0.20834380497612465,0,0,0.013907073811135496,Third,man,True,,Southampton,no,True,False,True,False,False,True
0,1,0.6230208595124404,1,0,0.1091095334796455,First,man,True,E,Southampton,no,False,False,True,False,False,True
1,1,0.17064589092736868,1,2,0.23422440102965048,First,child,False,B,Southampton,yes,False,True,False,False,False,True
0,3,0.2586076903744659,2,2,0.06709553154495196,Third,woman,False,,Southampton,no,False,True,False,False,False,True
1,2,0.2963056044232219,2,3,0.03659756266088288,Second,woman,False,,Southampton,yes,False,True,False,False,False,True
0,1,0.7989444584066349,1,4,0.5133418122566507,First,man,True,C,Southampton,no,False,False,True,False,False,True
0,2,0.38426740387031916,0,0,0.020494635090094415,Second,man,True,,Southampton,no,True,False,True,False,False,True
1,2,0.5601910027645137,1,1,0.05123658772523604,Second,woman,False,,Southampton,yes,False,True,False,False,False,True
0,3,0.24604171902488062,0,0,0.018542765081513996,Third,man,True,,Southampton,no,True,False,True,False,False,True
0,3,0.3088715757728072,1,0,0.015175789316712771,Third,man,True,,Southampton,no,False,False,True,False,False,True
1,2,0.34656948982156316,0,0,0.025374310111545468,Second,woman,False,,Southampton,yes,True,True,False,False,False,True
1,3,0.36792055349407915,0,0,0.015834545444608664,Third,man,True,,Southampton,yes,True,False,True,False,False,True
1,1,0.04498617743151546,0,2,0.15977676072337862,First,child,False,A,Southampton,yes,False,False,True,False,False,True
1,2,0.15807991957778336,0,1,0.038061465167318204,Second,child,False,,Southampton,yes,False,True,False,False,False,True
1,1,0.4219653179190751,0,0,0.051822148727810165,First,man,True,,Southampton,yes,True,False,True,False,False,True
1,3,0.05755214878110078,2,1,0.03758969818624431,Third,child,False,,Cherbourg,yes,False,True,False,True,False,False
1,1,0.648152802211611,0,0,0.05953203526170282,First,man,True,C,Southampton,yes,True,False,True,False,False,True
0,2,0.4470972606182458,1,2,0.05416439273810667,Second,man,True,,Southampton,no,False,False,True,False,False,True
0,3,0.36792055349407915,1,0,0.03897240290032268,Third,man,True,,Southampton,no,False,False,True,False,False,True
0,1,0.37170143252073384,0,0,0.05416439273810667,First,man,True,C,Cherbourg,no,True,False,True,True,False,False
1,1,0.610454888162855,1,0,0.17391981561855152,First,man,True,C,Cherbourg,yes,False,False,True,True,False,False
0,3,0.36792055349407915,0,0,0.015712553569072387,Third,man,True,,Southampton,no,True,False,True,False,False,True
1,3,0.35913546117114853,0,0,0.015411575213749286,Third,man,True,,Cherbourg,yes,True,False,True,True,False,False
0,1,0.8115104297562202,0,0,0.051822148727810165,First,man,True,E,Southampton,no,True,False,True,False,False,True
1,1,0.36792055349407915,1,0,0.10122885832000206,First,woman,False,D,Southampton,yes,False,True,False,False,False,True
1,2,0.6230208595124404,0,0,0.020494635090094415,Second,woman,False,,Southampton,yes,True,True,False,False,False,True
0,3,0.36792055349407915,0,0,0.015126992566498259,Third,man,True,,Queenstown,no,True,False,True,False,True,False
1,1,0.5978889168132697,0,0,0.051822148727810165,First,man,True,E,Southampton,yes,True,False,True,False,False,True
0,3,0.4219653179190751,0,0,0.015712553569072387,Third,man,True,,Southampton,no,True,False,True,False,False,True
0,1,0.5853229454636844,0,0,0.07514699533034619,First,man,True,E,Southampton,no,True,False,True,False,False,True
0,2,0.5978889168132697,0,0,0.025374310111545468,Second,man,True,,Southampton,no,True,False,True,False,False,True
0,3,0.36792055349407915,0,0,0.015712553569072387,Third,man,True,,Southampton,no,True,False,True,False,False,True
0,3,0.4722292033174164,0,0,0.013760683560491965,Third,man,True,,Southampton,no,True,False,True,False,False,True
0,2,0.36792055349407915,0,0,0.0,Second,man,True,,Southampton,no,True,False,True,False,False,True
0,1,0.6984166876099522,0,0,0.051822148727810165,First,man,True,,Southampton,no,True,False,True,False,False,True
0,3,0.36792055349407915,0,0,0.015078195816283748,Third,man,True,,Queenstown,no,True,False,True,False,True,False
1,3,0.0041467705453631576,2,1,0.03758969818624431,Third,child,False,,Cherbourg,yes,False,True,False,True,False,False
0,3,0.36792055349407915,0,0,0.014151057562208049,Third,man,True,,Southampton,no,True,False,True,False,False,True
0,3,0.4722292033174164,0,0,0.016908073949327893,Third,man,True,,Southampton,no,True,False,True,False,False,True
1,2,0.4093993465694898,1,2,0.05416439273810667,Second,woman,False,,Southampton,yes,False,True,False,False,False,True
1,2,0.2837396330736366,0,0,0.026919605597338588,Second,woman,False,D,Cherbourg,yes,True,True,False,True,False,False
0,3,0.2711736617240512,0,0,0.019201521209409888,Third,woman,False,,Southampton,no,True,True,False,False,False,True
0,1,0.36792055349407915,0,0,0.10149724044618187,First,man,True,A,Southampton,no,True,False,True,False,False,True
0,2,0.4219653179190751,1,0,0.04098927018018883,Second,man,True,,Southampton,no,False,False,True,False,False,True
0,3,0.35913546117114853,1,0,0.013752485706455927,Third,man,True,,Southampton,no,False,False,True,False,False,True
0,3,0.2711736617240512,0,0,0.014679623960531627,Third,man,True,,Southampton,no,True,False,True,False,False,True
1,3,0.01985423473234481,0,1,0.023983602730431916,Third,child,False,,Southampton,yes,False,True,False,False,False,True
0,3,0.10781603417944208,5,2,0.09154270340242172,Third,child,False,,Southampton,no,False,False,True,False,False,True
0,2,0.36792055349407915,0,0,0.0,Second,man,True,,Southampton,no,True,False,True,False,False,True
0,3,0.6230208595124404,0,0,0.015712553569072387,Third,man,True,,Southampton,no,True,False,True,False,False,True
1,3,0.7863784870570495,0,0,0.018713553707264782,Third,woman,False,,Southampton,yes,True,True,False,False,False,True
1,1,0.3088715757728072,1,0,0.17777475888549785,First,man,True,B,Cherbourg,yes,False,False,True,True,False,False
0,3,0.36792055349407915,3,1,0.049707687947515,Third,woman,False,,Southampton,no,False,True,False,False,False,True
1,1,0.4345312892686604,1,0,0.17566830077223786,First,woman,False,C,Southampton,yes,False,True,False,False,False,True
0,1,0.723548630309123,0,0,0.057970539254838485,First,man,True,B,Cherbourg,no,True,False,True,True,False,False
0,3,0.37170143252073384,0,0,0.015712553569072387,Third,man,True,,Southampton,no,True,False,True,False,False,True
1,3,0.10781603417944208,1,1,0.031034733136428686,Third,child,False,,Southampton,yes,False,False,True,False,False,True
0,3,0.36792055349407915,1,0,0.03897240290032268,Third,man,True,,Southampton,no,False,False,True,False,False,True
0,3,0.2586076903744659,0,0,0.014151057562208049,Third,man,True,,Southampton,no,True,False,True,False,False,True
0,1,0.685850716260367,0,0,0.05953203526170282,First,man,True,C,Southampton,no,True,False,True,False,False,True
0,1,0.8869062578537321,0,0,0.09662576327876685,First,man,True,,Cherbourg,no,True,False,True,True,False,False
0,3,0.2586076903744659,0,0,0.015712553569072387,Third,man,True,,Southampton,no,True,False,True,False,False,True
0,3,0.36792055349407915,0,0,0.028220722145058292,Third,man,True,,Cherbourg,no,True,False,True,True,False,False
1,1,0.6732847449107816,1,0,0.1527664244005612,First,woman,False,D,Cherbourg,yes,False,True,False,True,False,False
0,3,0.36792055349407915,0,0,0.029473237129564348,Third,man,True,,Southampton,no,True,False,True,False,False,True
0,1,0.3088715757728072,1,2,0.29580589980036276,First,woman,False,C,Southampton,no,False,True,False,False,False,True
0,3,0.2963056044232219,0,0,0.015216388212891242,Third,man,True,,Southampton,no,True,False,True,False,False,True
0,3,0.20834380497612465,0,0,0.016908073949327893,Third,man,True,,Southampton,no,True,False,True,False,False,True
0,3,0.2586076903744659,0,0,0.015126992566498259,Third,woman,False,,Queenstown,no,True,True,False,False,True,False
0,3,0.36792055349407915,0,0,0.014891206669461744,Third,woman,False,,Queenstown,no,True,True,False,False,True,False
0,3,0.4596632319678311,0,0,0.018713553707264782,Third,woman,False,,Southampton,no,True,True,False,False,False,True
1,1,0.19577783362653933,0,0,0.16883675574220638,First,woman,False,B,Southampton,yes,True,True,False,False,False,True
0,1,0.22090977632571,1,0,0.2125586439344078,First,man,True,C,Cherbourg,no,False,False,True,True,False,False
1,2,0.4093993465694898,0,2,0.050748620223090936,Second,woman,False,,Southampton,yes,False,True,False,False,False,True
1,1,0.36792055349407915,0,0,0.051822148727810165,First,man,True,,Southampton,yes,True,False,True,False,False,True
0,3,0.34656948982156316,0,0,0.04396587194327397,Third,man,True,,Southampton,no,True,False,True,False,False,True
1,3,0.32143754712239253,0,0,0.11027245763075773,Third,man,True,,Southampton,yes,True,False,True,False,False,True
1,3,0.35913546117114853,0,0,0.015126992566498259,Third,man,True,,Queenstown,yes,True,False,True,False,True,False
0,3,0.36792055349407915,0,0,0.015712553569072387,Third,man,True,,Southampton,no,True,False,True,False,False,True
1,1,0.4470972606182458,0,0,0.05130978285055781,First,man,True,E,Southampton,yes,True,False,True,False,False,True
